text,label
Where to find profile?,general_inquiry
Demo request.,general_inquiry
Billing error: card declined but charged.,billing_issue
Please add export to login.,feature_request
Upgrade to web but still on old.,billing_issue
Can we add support for CSV?,feature_request
Overcharged by login on save.,billing_issue
Demo request.,general_inquiry
Two-factor auth broken.,account_problem
Recommended setup for old@example.com.,general_inquiry
"Forgot password, reset not working.",account_problem
Contact sales for enterprise.,general_inquiry
How do I 404?,general_inquiry
Where to find Google?,general_inquiry
Request: dark mode for Jan.,feature_request
Please add export to web.,feature_request
Status of my ticket basic.,general_inquiry
Need option to $20 in bulk.,feature_request
Shortcut keys for Slack.,feature_request
Data not saving properly after Android.,bug
How do I search?,general_inquiry
Cannot login: invalid credentials.,account_problem
What is the price for premium?,general_inquiry
Account suspended without reason.,account_problem
Feedback on Android.,general_inquiry
Verify phone number issue.,account_problem
Privacy policy question.,general_inquiry
Feedback on email.,general_inquiry
Merge accounts search and profile.,account_problem
Verify phone number issue.,account_problem
Please add export to PDF.,feature_request
No receipt after purchase.,billing_issue
Multi-language support for dashboard?,feature_request
No receipt after purchase.,billing_issue
Dispute charge of login.,billing_issue
Search returns wrong results for login.,bug
Recommended setup for PDF.,general_inquiry
Please implement Slack like in competitors.,feature_request
Payment not recognized for $20.,billing_issue
Dispute charge of 500.,billing_issue
Merge accounts Feb and $10.,account_problem
Need option to 12345 in bulk.,feature_request
Subscription not renewing properly.,billing_issue
Request: dark mode for CSV.,feature_request
Subscription not renewing properly.,billing_issue
Search returns wrong results for Jan.,bug
Delete my account please.,account_problem
Images not loading in CSV.,bug
Status of my ticket login.,general_inquiry
Merge accounts Feb and $10.,account_problem
What is the price for iOS?,general_inquiry
Billing error: card declined but charged.,billing_issue
Verify phone number issue.,account_problem
Two-factor auth broken.,account_problem
Billing error: card declined but charged.,billing_issue
No receipt after purchase.,billing_issue
Feedback on $10.,general_inquiry
Profile pic not updating.,account_problem
Where is my invoice for old@example.com?,billing_issue
Data not saving properly after export.,bug
No receipt after purchase.,billing_issue
Would love a profile button.,feature_request
Where is my invoice for $20?,billing_issue
Login fails with error users.,bug
Android button does nothing.,bug
Error Feb when opening Jan.,bug
Cannot login: invalid credentials.,account_problem
Cancel subscription failed.,billing_issue
App freezes on search. Please help.,bug
Please add export to 2023-01.,feature_request
Profile pic not updating.,account_problem
Demo request.,general_inquiry
Search returns wrong results for 500.,bug
Shortcut keys for Jan.,feature_request
Recommended setup for search.,general_inquiry
Profile pic not updating.,account_problem
Profile pic not updating.,account_problem
Contact sales for enterprise.,general_inquiry
Status of my ticket iOS.,general_inquiry
Overcharged by CSV on email.,billing_issue
Login fails with error $10.,bug
Upgrade to Jan but still on old.,billing_issue
Is dashboard available?,general_inquiry
Error Feb when opening Jan.,bug
Delete my account please.,account_problem
Would love a users button.,feature_request
No receipt after purchase.,billing_issue
Cancel subscription failed.,billing_issue
Delete my account please.,account_problem
Demo request.,general_inquiry
Account suspended without reason.,account_problem
Shortcut keys for old@example.com.,feature_request
Subscription not renewing properly.,billing_issue
"Forgot password, reset not working.",account_problem
Data not saving properly after new@example.com.,bug
Access denied to save.,account_problem
Access denied to iOS.,account_problem
Contact sales for enterprise.,general_inquiry
Profile pic not updating.,account_problem
Where to find search?,general_inquiry
Please add export to dashboard.,feature_request
Upgrade to $10 but still on old.,billing_issue
Contact sales for enterprise.,general_inquiry
web button does nothing.,bug
Two-factor auth broken.,account_problem
Please implement PDF like in competitors.,feature_request
Would love a premium button.,feature_request
404 button does nothing.,bug
Is premium available?,general_inquiry
Where is my invoice for login?,billing_issue
Shortcut keys for Android.,feature_request
Billing error: card declined but charged.,billing_issue
Change email from 2023-01 to old@example.com.,account_problem
No receipt after purchase.,billing_issue
Upgrade to profile but still on old.,billing_issue
Subscription not renewing properly.,billing_issue
Where to find users?,general_inquiry
Upgrade to email but still on old.,billing_issue
Please implement $20 like in competitors.,feature_request
Account suspended without reason.,account_problem
Need option to iOS in bulk.,feature_request
How do I profile?,general_inquiry
Change email from 12345 to 67890.,account_problem
Merge accounts Google and app.,account_problem
Upgrade to Feb but still on old.,billing_issue
Login fails with error Android.,bug
Request: dark mode for login.,feature_request
Profile pic not updating.,account_problem
Shortcut keys for save.,feature_request
UI is broken on Jan. Can you fix?,bug
Dispute charge of new@example.com.,billing_issue
Verify phone number issue.,account_problem
Search returns wrong results for PDF.,bug
Subscription not renewing properly.,billing_issue
Payment not recognized for 500.,billing_issue
Payment not recognized for profile.,billing_issue
Contact sales for enterprise.,general_inquiry
Shortcut keys for CSV.,feature_request
Account suspended without reason.,account_problem
The app crashes when I try to export.,bug
Slow performance during Feb.,bug
Recommended setup for 500.,general_inquiry
12345 button does nothing.,bug
Upgrade to query test but still on old.,billing_issue
Subscription not renewing properly.,billing_issue
Billing error: card declined but charged.,billing_issue
"Forgot password, reset not working.",account_problem
Would love a export button.,feature_request
Error query test when opening basic.,bug
Access denied to Feb.,account_problem
Add integration with profile.,feature_request
Overcharged by $20 on 2023-01.,billing_issue
Please implement premium like in competitors.,feature_request
Where to find login?,general_inquiry
Add integration with $20.,feature_request
Cancel subscription failed.,billing_issue
Status of my ticket 12345.,general_inquiry
The app crashes when I try to old@example.com.,bug
App freezes on Android. Please help.,bug
Change email from iOS to Android.,account_problem
Two-factor auth broken.,account_problem
"Forgot password, reset not working.",account_problem
Is web available?,general_inquiry
Request: dark mode for export.,feature_request
Charged twice for Android. Refund?,billing_issue
Profile pic not updating.,account_problem
Payment not recognized for web.,billing_issue
No receipt after purchase.,billing_issue
Need option to save in bulk.,feature_request
UI is broken on iOS. Can you fix?,bug
Please add export to premium.,feature_request
No receipt after purchase.,billing_issue
Request: dark mode for login.,feature_request
Error CSV when opening PDF.,bug
Feedback on search.,general_inquiry
Subscription not renewing properly.,billing_issue
Search returns wrong results for $10.,bug
No receipt after purchase.,billing_issue
profile button does nothing.,bug
Demo request.,general_inquiry
Dispute charge of search.,billing_issue
Change email from Google to app.,account_problem
Request: dark mode for 404.,feature_request
Profile pic not updating.,account_problem
Multi-language support for 67890?,feature_request
Privacy policy question.,general_inquiry
Data not saving properly after search.,bug
No receipt after purchase.,billing_issue
Data not saving properly after export.,bug
Where to find Jan?,general_inquiry
Images not loading in $20.,bug
Upgrade to Slack but still on old.,billing_issue
Feature idea: auto-profile.,feature_request
No receipt after purchase.,billing_issue
Profile pic not updating.,account_problem
Profile pic not updating.,account_problem
Is old@example.com available?,general_inquiry
Feedback on Google.,general_inquiry
Profile pic not updating.,account_problem
Payment not recognized for Jan.,billing_issue
Please implement query test like in competitors.,feature_request
Demo request.,general_inquiry
UI is broken on PDF. Can you fix?,bug
Please add export to 500.,feature_request
Subscription not renewing properly.,billing_issue
Add integration with premium.,feature_request
Would love a dashboard button.,feature_request
Cancel subscription failed.,billing_issue
Upgrade to export but still on old.,billing_issue
Upgrade to $10 but still on old.,billing_issue
404 button does nothing.,bug
Error $20 when opening $10.,bug
No receipt after purchase.,billing_issue
Would love a new@example.com button.,feature_request
Where to find old@example.com?,general_inquiry
Payment not recognized for 67890.,billing_issue
Dispute charge of Google.,billing_issue
Feedback on profile.,general_inquiry
Where is my invoice for Jan?,billing_issue
Images not loading in save.,bug
Access denied to profile.,account_problem
The app crashes when I try to basic.,bug
Privacy policy question.,general_inquiry
Verify phone number issue.,account_problem
Payment not recognized for 500.,billing_issue
Status of my ticket save.,general_inquiry
Add integration with web.,feature_request
Demo request.,general_inquiry
Data not saving properly after premium.,bug
Feedback on 12345.,general_inquiry
Feedback on export.,general_inquiry
Add integration with profile.,feature_request
Upgrade to PDF but still on old.,billing_issue
Account suspended without reason.,account_problem
Privacy policy question.,general_inquiry
Would love a query test button.,feature_request
Add integration with save.,feature_request
Slow performance during email.,bug
Data not saving properly after Jan.,bug
Images not loading in old@example.com.,bug
Request: dark mode for profile.,feature_request
Upgrade to Google but still on old.,billing_issue
Multi-language support for iOS?,feature_request
Images not loading in Google.,bug
Overcharged by Slack on Google.,billing_issue
Please add export to $20.,feature_request
Privacy policy question.,general_inquiry
Data not saving properly after 404.,bug
Cancel subscription failed.,billing_issue
Upgrade to query test but still on old.,billing_issue
Would love a save button.,feature_request
Delete my account please.,account_problem
Slow performance during premium.,bug
No receipt after purchase.,billing_issue
Feature idea: auto-404.,feature_request
What is the price for premium?,general_inquiry
Profile pic not updating.,account_problem
Need option to email in bulk.,feature_request
Delete my account please.,account_problem
Demo request.,general_inquiry
Multi-language support for profile?,feature_request
Data not saving properly after new@example.com.,bug
"Forgot password, reset not working.",account_problem
Would love a query test button.,feature_request
Request: dark mode for profile.,feature_request
Upgrade to app but still on old.,billing_issue
Dispute charge of $10.,billing_issue
Dispute charge of login.,billing_issue
Overcharged by Feb on $10.,billing_issue
Search returns wrong results for query test.,bug
Error dashboard when opening profile.,bug
Profile pic not updating.,account_problem
iOS button does nothing.,bug
Payment not recognized for old@example.com.,billing_issue
Feature idea: auto-query test.,feature_request
Dispute charge of export.,billing_issue
Account suspended without reason.,account_problem
Feedback on PDF.,general_inquiry
Contact sales for enterprise.,general_inquiry
Please implement Slack like in competitors.,feature_request
Where is my invoice for web?,billing_issue
Shortcut keys for 500.,feature_request
Recommended setup for save.,general_inquiry
Merge accounts 404 and 500.,account_problem
Would love a app button.,feature_request
Payment not recognized for iOS.,billing_issue
Profile pic not updating.,account_problem
Feedback on basic.,general_inquiry
Payment not recognized for new@example.com.,billing_issue
Error dashboard when opening profile.,bug
Account suspended without reason.,account_problem
Cannot login: invalid credentials.,account_problem
Billing error: card declined but charged.,billing_issue
Dispute charge of $10.,billing_issue
"Forgot password, reset not working.",account_problem
Multi-language support for dashboard?,feature_request
Access denied to app.,account_problem
Multi-language support for premium?,feature_request
Overcharged by login on save.,billing_issue
Access denied to 2023-01.,account_problem
Verify phone number issue.,account_problem
Is query test available?,general_inquiry
